bytes-length,msec,bandwidth,processor
32768,1.87745094299,16.6449089478,8
65536,3.53170633316,17.6968281347,8
131072,8.4566950798,14.7811880197,8
262144,15.002155304,16.6642722285,8
524288,6.46820068359,77.3012502949,8
1048576,10.8740091324,91.962402075,8
2097152,21.6883063316,92.2155916381,8
4194304,43.2534098625,92.4782580775,8
8388608,177.365243435,45.1046656327,8
16777216,248.232209682,64.4557771953,8
33554432,499.31499958,64.0878003403,8
67108864,994.604802132,64.3471656912,8
16,0.0410437583923,0.371768806274,9
32,0.0473499298096,0.644511581067,9
64,0.0330567359924,1.84637576632,9
128,0.0373005867004,3.27261105785,9
256,0.0463485717773,5.26748971193,9
512,0.0617027282715,7.91344667697,9
1024,0.114595890045,8.52179340476,9
2048,0.208044052124,9.38803575521,9
4096,0.196754932404,19.8533777643,9
8192,0.405097007751,19.2855040904,9
16384,0.959253311157,16.2887110404,9
32768,1.72719955444,18.0928717354,9
65536,3.07724475861,20.3103766203,9
131072,8.11095237732,15.4112605012,9
262144,14.9548530579,16.7169813727,9
524288,6.52879476547,76.583813393,9
1048576,10.8741998672,91.9607890427,9
2097152,21.7480063438,91.9624524832,9
4194304,43.3125495911,92.3519866128,9
8388608,177.364146709,45.104944536,9
16777216,248.233294487,64.4554955171,9
33554432,499.318397045,64.0873642737,9
67108864,994.605791569,64.3471016784,9
16,0.0409483909607,0.372634643377,10
32,0.047242641449,0.645975271259,10
64,0.0339508056641,1.79775280899,10
128,0.0362515449524,3.36731338376,10
256,0.0455021858215,5.36547026461,10
512,0.062096118927,7.86331349587,10
1024,0.114500522614,8.5288912025,10
2048,0.207352638245,9.4193400023,10
4096,0.194156169891,20.1191134033,10
8192,0.401842594147,19.4416921297,10
16384,0.959455966949,16.2852705473,10
32768,1.72663927078,18.0987427593,10
65536,3.07614803314,20.3176177891,10
131072,8.10990333557,15.4132539967,10
262144,14.9546504021,16.7172079105,10
524288,6.52945041656,76.5761232724,10
1048576,10.8749389648,91.9545390768,10
2097152,21.7487454414,91.959327281,10
4194304,43.3136463165,92.3496482095,10
8388608,177.363049984,45.1052234427,10
16777216,248.233699799,64.4553902753,10
33554432,499.31614399,64.087653454,10
67108864,994.605946541,64.3470916523,10
16,0.041389465332,0.36866359447,11
32,0.0472545623779,0.645812310797,11
64,0.0324487686157,1.88096987509,11
128,0.036895275116,3.30856219709,11
256,0.0453948974609,5.3781512605,11
512,0.0615000724792,7.9395231634,11
1024,0.114595890045,8.52179340476,11
2048,0.807344913483,2.41919527501,11
4096,0.612759590149,6.37484922766,11
8192,0.576150417328,13.5598270261,11
16384,0.959455966949,16.2852705473,11
32768,1.8772482872,16.6467058263,11
65536,3.46274375916,18.049270852,11
131072,8.3093047142,15.043376588,11
262144,15.207695961,16.4390451151,11
524288,6.52860403061,76.586050809,11
1048576,10.8743071556,91.9598817369,11
2097152,21.7487573624,91.9592768762,11
4194304,43.3138012886,92.3493177924,11
8388608,177.369654179,45.1035439915,11
16777216,248.269450665,64.4461086822,11
33554432,499.350845814,64.0831997548,11
67108864,994.636702538,64.3451019219,11
16,0.0546455383301,0.279232111693,12
32,0.0839471817017,0.363533087191,12
64,0.0439047813416,1.3901710562,12
128,0.0660538673401,1.8480418697,12
256,0.0664472579956,3.67420165052,12
512,0.0886082649231,5.5105610117,12
1024,0.126147270203,7.74144774145,12
2048,0.805199146271,2.42564216448,12
4096,0.615501403809,6.34645181283,12
8192,0.578796863556,13.4978271168,12
16384,0.993299484253,15.730401805,12
32768,1.84564590454,16.9317418488,12
65536,3.46195697784,18.0533728177,12
131072,8.39129686356,14.8963863432,12
262144,15.1203036308,16.5340595073,12
524288,6.63020610809,75.4124369361,12
1048576,11.0278964043,90.6791253147,12
2097152,21.8761086464,91.423937974,12
4194304,43.4614539146,92.0355772694,12
8388608,177.389955521,45.0983821295,12
16777216,248.354446888,64.4240528023,12
33554432,499.439096451,64.0718762856,12
67108864,994.693446159,64.3414312692,12
16,0.0543475151062,0.280763325291,13
32,0.0473499298096,0.644511581067,13
64,0.0432014465332,1.41280353201,13
128,0.0658392906189,1.85406481984,13
256,0.0666499137878,3.66302986943,13
512,0.0638008117676,7.65321375187,13
1024,0.126302242279,7.73194903256,13
2048,0.206351280212,9.46504910456,13
4096,0.205302238464,19.0268261526,13
8192,0.340604782104,22.9371412572,13
16384,0.862944126129,18.1066184089,13
32768,1.61504745483,19.349276646,13
65536,2.99924612045,20.8385699239,13
131072,8.08030366898,15.4697156346,13
262144,14.8495554924,16.8355207755,13
524288,6.63185119629,75.3937302272,13
1048576,11.0292553902,90.6679521531,13
2097152,21.8770980835,91.4198031369,13
4194304,43.4682488441,92.0211903254,13
8388608,177.399802208,45.0958789155,13
16777216,248.363757133,64.4216377811,13
33554432,499.450743198,64.0703821864,13
67108864,994.707548618,64.340519069,13
16,0.0542998313904,0.281009879254,14
32,0.047242641449,0.645975271259,14
64,0.0433087348938,1.40930360584,14
128,0.0654458999634,1.86520947177,14
256,0.0665545463562,3.66827870321,14
512,0.0675559043884,7.22781012882,14
1024,0.124847888947,7.82201852382,14
2048,0.205707550049,9.49466852109,14
4096,0.205194950104,19.0367745309,14
8192,0.340700149536,22.9307207838,14
16384,0.863194465637,18.1013672145,14
32768,1.6149520874,19.3504192748,14
65536,2.99919843674,20.8389012326,14
131072,8.08039903641,15.4695330561,14
262144,14.8496508598,16.8354126545,14
524288,6.63185119629,75.3937302272,14
1048576,11.0294103622,90.6666781955,14
2097152,21.8771576881,91.4195540623,14
4194304,43.4620976448,92.0342141028,14
8388608,177.39084959,45.0981548286,14
16777216,248.352742195,64.4244950089,14
33554432,499.441003799,64.0716315973,14
67108864,994.693303108,64.3414405224,14
16,0.0548481941223,0.278200391219,15
32,0.0468492507935,0.651399491094,15
64,0.0429511070251,1.42103802387,15
128,0.065803527832,1.85507246377,15
256,0.0667929649353,3.65518472247,15
512,0.0638604164124,7.64607056188,15
1024,0.125598907471,7.77524677297,15
2048,0.804901123047,2.42654028436,15
4096,0.643706321716,6.0683729027,15
8192,0.5779504776,13.5175941587,15
16384,0.993752479553,15.7232312085,15
32768,1.87674760818,16.6511468371,15
65536,3.52895259857,17.7106374354,15
131072,8.45705270767,14.7805629598,15
262144,15.1165962219,16.538114555,15
524288,6.63149356842,75.3977961135,15
1048576,11.0292077065,90.6683441472,15
2097152,21.8766450882,91.4216961484,15
4194304,43.4633016586,92.0316645849,15
8388608,177.392303944,45.0977850907,15
16777216,248.353207111,64.4243744065,15
33554432,499.442756176,64.0714067915,15
67108864,994.693398476,64.3414343536,15
