amount-np,amount-thread-mops,total-mops,execution-time,speed-up,efficiency
8,4077.03,32616.25,1578.87,8.00
12,3803.88,45646.59,1128.17,11.98
16,3529.26,56468.18,911.96,16.00
20,2114.30,42286.07,1217.82,19.94
24,1994.60,47870.34,1075.76,23.95
28,1913.81,53586.82,961.00,27.93
32,1853.73,59319.33,868.13,31.98
