,amount_processor,time_max,speedup,efficiency
0,1,6171.09,0.0,0.0
1,2,3480.29,1.7731539613078222,0.8865769806539111
2,4,3012.77,2.048311022746509,0.5120777556866273
3,8,1406.49,4.3875818526971395,0.5484477315871424
4,12,862.25,7.156961438098,0.5964134531748333
5,16,632.06,9.763456001012564,0.6102160000632852
